Quarter,Clock,Player,Team,Action,TeamLineup,OpponentLineup,Points,OPPpoints,FGA,OPPFGA,FTA,OPPFTA,oREB,OPPoREB,dREB,OPPdREB,TOV,OPPTOV
1,06:06:00,Nickeil ALEXANDER-WALKER,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:06:00,Omari Rasulala SPELLMAN,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:06:00,Zach EDEY,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:56:00,Zach EDEY,CAN,"2PtsFG inside paint, Layup made (2 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:56:00,Phil SCRUBB,CAN,Assist (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:39:00,Amir SAOUD,LBN,"2PtsFG inside paint, Floating Jump Shot missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:39:00,Melvin EJIM,CAN,Defensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:30:00,Melvin EJIM,CAN,"2PtsFG inside paint, Layup blocked",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:30:00,Ali HAIDAR,LBN,Blocked shot (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:30:00,Melvin EJIM,CAN,Offensive rebound (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:24:00,Melvin EJIM,CAN,"Turnover, Ball handling (1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:24:00,Karim Raphael EZZEDINE,LBN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:12:00,Wael ARAKJI,LBN,"2PtsFG inside paint, Driving Layup made (8 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:51:00,Ali HAIDAR,LBN,"Personal foul (P1,T3)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:51:00,Zach EDEY,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:51:00,Karim ZEINOUN,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:51:00,Shai GILGEOUS-ALEXANDER,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:51:00,RJ BARRETT,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:51:00,Dillon BROOKS,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:46:00,Nickeil ALEXANDER-WALKER,CAN,3PtsFG made (3 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:46:00,Zach EDEY,CAN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:24:00,Omari Rasulala SPELLMAN,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:24:00,Shai GILGEOUS-ALEXANDER,CAN,Defensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:11:00,Zach EDEY,CAN,"2PtsFG outside paint, Hook Shot made (4 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:11:00,Shai GILGEOUS-ALEXANDER,CAN,Assist (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:58:00,Ali HAIDAR,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:58:00,Nickeil ALEXANDER-WALKER,CAN,Defensive rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:51:00,Ali HAIDAR,LBN,"Personal foul, 2 free throws awarded (P2,T4)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:51:00,Shai GILGEOUS-ALEXANDER,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:51:00,Kelly OLYNYK,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:51:00,nan,nan,Timeout,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:51:00,Shai GILGEOUS-ALEXANDER,CAN,Free Throw made 1 of 2 (5 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:51:00,Nickeil ALEXANDER-WALKER,CAN,Assist (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:51:00,Shai GILGEOUS-ALEXANDER,CAN,Free Throw made 2 of 2 (6 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:29:00,Karim Raphael EZZEDINE,LBN,"2PtsFG inside paint, Layup missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:29:00,Shai GILGEOUS-ALEXANDER,CAN,Defensive rebound (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:21:00,Shai GILGEOUS-ALEXANDER,CAN,"Turnover, Bad pass (2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:21:00,Karim Raphael EZZEDINE,LBN,Steal (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:05:00,Karim ZEINOUN,LBN,"2PtsFG inside paint, Pullup Jump Shot made (2 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:05:00,Wael ARAKJI,LBN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:48:00,RJ BARRETT,CAN,"Turnover, Bad pass (2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:48:00,Ali HAIDAR,LBN,Steal (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:31:00,Ali HAIDAR,LBN,"2PtsFG inside paint, Layup made (6 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:31:00,Omari Rasulala SPELLMAN,LBN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Shai GILGEOUS-ALEXANDER,CAN,"2PtsFG inside paint, Jump Shot made (8 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Kelly OLYNYK,CAN,Assist (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:04:00,Karim Raphael EZZEDINE,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:04:00,Shai GILGEOUS-ALEXANDER,CAN,Defensive rebound (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:56:00,RJ BARRETT,CAN,"2PtsFG inside paint, Layup missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:56:00,Kelly OLYNYK,CAN,Offensive rebound (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:50:00,Kelly OLYNYK,CAN,"2PtsFG inside paint, Putback Tip-in made (4 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:44:00,Karim ZEINOUN,LBN,3PtsFG made (5 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:44:00,Wael ARAKJI,LBN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:35:00,RJ BARRETT,CAN,"2PtsFG fast break, Driving Layup made (7 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:35:00,Shai GILGEOUS-ALEXANDER,CAN,Assist (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:20:00,Wael ARAKJI,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:20:00,Kelly OLYNYK,CAN,Defensive rebound (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:12:00,RJ BARRETT,CAN,"2PtsFG fast break, Layup made (9 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:12:00,Shai GILGEOUS-ALEXANDER,CAN,Assist (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:59:00,Kelly OLYNYK,CAN,"Personal foul (P2,T2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:59:00,Karim Raphael EZZEDINE,LBN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:59:00,Hayk GYOKCHYAN,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:59:00,Melvin EJIM,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:59:00,Trae BELL-HAYNES,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:53:00,nan,nan,Alternating Possession Gained,,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:35:00,RJ BARRETT,CAN,"2PtsFG inside paint, Floating Jump Shot missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:33:00,Hayk GYOKCHYAN,LBN,Defensive rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:20:00,Karim ZEINOUN,LBN,"2PtsFG inside paint, Jump Shot made (7 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:06:00,RJ BARRETT,CAN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:03:00,Melvin EJIM,CAN,Offensive rebound (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:00:00,Dillon BROOKS,CAN,3PtsFG made (8 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:00:00,Melvin EJIM,CAN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:00:00,nan,nan,END of Period,,,0,0,0,0,0,0,0,0,0,0,0,0
1,10:00:00,nan,nan,START of Period,,,0,0,0,0,0,0,0,0,0,0,0,0
1,10:00:00,nan,nan,Alternating Possession Gained,,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:47:00,Omari Rasulala SPELLMAN,LBN,"Turnover, Ball handling (2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:34:00,Dillon BROOKS,CAN,"Turnover, Travelling (2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:09:00,Karim ZEINOUN,LBN,3PtsFG made (10 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:09:00,Hayk GYOKCHYAN,LBN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:49:00,Kelly OLYNYK,CAN,"2PtsFG inside paint, Layup made (6 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:29:00,Karim ZEINOUN,LBN,"Turnover, Bad pass (1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:29:00,Dillon BROOKS,CAN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:24:00,Kelly OLYNYK,CAN,"2PtsFG fast break, Dunk made (8 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:24:00,Dillon BROOKS,CAN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:05:00,Wael ARAKJI,LBN,"2PtsFG inside paint, Driving Layup missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:05:00,Shai GILGEOUS-ALEXANDER,CAN,Defensive rebound (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:56:00,RJ BARRETT,CAN,3PtsFG fast break made (12 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:56:00,Kelly OLYNYK,CAN,Assist (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:44:00,Hayk GYOKCHYAN,LBN,"Offensive foul (P1,T1), Turnover (1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:44:00,Hayk GYOKCHYAN,LBN,Turnover (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:44:00,RJ BARRETT,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:20:00,Dillon BROOKS,CAN,"2PtsFG inside paint, Driving Layup missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:20:00,Kelly OLYNYK,CAN,Offensive rebound (6),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:11:00,Kelly OLYNYK,CAN,"2PtsFG inside paint, Putback Tip-in made (10 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:09:00,Karim ZEINOUN,LBN,"Turnover, Ball handling (2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:09:00,Shai GILGEOUS-ALEXANDER,CAN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:05:00,Shai GILGEOUS-ALEXANDER,CAN,"2PtsFG fast break, Layup made (10 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:47:00,Sergio EL DARWICH,LBN,"2PtsFG inside paint, Jump Shot missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:47:00,nan,nan,Offensive Team rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:47:00,RJ BARRETT,CAN,"Personal foul (P2,T1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:47:00,Omari Rasulala SPELLMAN,LBN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:47:00,Ali MEZHER,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:34:00,Hayk GYOKCHYAN,LBN,"Turnover, Ball handling (2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:34:00,Kelly OLYNYK,CAN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:26:00,Dwight POWELL,CAN,"2PtsFG inside paint, Alley-oop missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:26:00,Kelly OLYNYK,CAN,Offensive rebound (7),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:26:00,Hayk GYOKCHYAN,LBN,"Personal foul, 2 free throws awarded (P2,T2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:26:00,Kelly OLYNYK,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:26:00,Kelly OLYNYK,CAN,Free Throw made 1 of 2 (11 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:26:00,Kelly OLYNYK,CAN,Free Throw made 2 of 2 (12 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:10:00,Omari Rasulala SPELLMAN,LBN,"2PtsFG outside paint, Jump Shot missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:10:00,Dwight POWELL,CAN,Defensive rebound (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:03:00,Shai GILGEOUS-ALEXANDER,CAN,"2PtsFG inside paint, Layup missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:02:00,nan,nan,Offensive Team rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:02:00,Amir SAOUD,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:02:00,Ali HAIDAR,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:56:00,Shai GILGEOUS-ALEXANDER,CAN,"2PtsFG inside paint, Dunk made (12 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:56:00,Dwight POWELL,CAN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:32:00,Amir SAOUD,LBN,"2PtsFG outside paint, Pullup Jump Shot missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:32:00,Kelly OLYNYK,CAN,Defensive rebound (8),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:20:00,Ali MEZHER,LBN,"Personal foul (P2,T3)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:20:00,Shai GILGEOUS-ALEXANDER,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:10:00,Dillon BROOKS,CAN,"Turnover, Bad pass (3)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:10:00,Sergio EL DARWICH,LBN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:52:00,Ali HAIDAR,LBN,"Turnover, Ball handling (4)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:52:00,Dillon BROOKS,CAN,Steal (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:49:00,RJ BARRETT,CAN,"2PtsFG fast break, Dunk made (14 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:49:00,Dillon BROOKS,CAN,Assist (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:49:00,nan,nan,Timeout,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:49:00,Trae BELL-HAYNES,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:27:00,Omari Rasulala SPELLMAN,LBN,"2PtsFG inside paint, Pullup Jump Shot missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:25:00,nan,nan,Offensive Team rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:13:00,Sergio EL DARWICH,LBN,3PtsFG made (5 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:53:00,Dwight POWELL,CAN,"2PtsFG inside paint, Layup made (9 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:53:00,RJ BARRETT,CAN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:42:00,Omari Rasulala SPELLMAN,LBN,"2PtsFG inside paint, Layup made (7 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:42:00,Amir SAOUD,LBN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:42:00,Trae BELL-HAYNES,CAN,"Personal foul, 1 free throw awarded (P2,T2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:42:00,Omari Rasulala SPELLMAN,LBN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:42:00,Melvin EJIM,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:42:00,Kyle ALEXANDER,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:42:00,Omari Rasulala SPELLMAN,LBN,Free Throw made 1 of 1 (8 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:24:00,RJ BARRETT,CAN,3PtsFG made (17 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:07:00,Sergio EL DARWICH,LBN,"2PtsFG inside paint, Driving Layup made (7 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:56:00,Dillon BROOKS,CAN,"2PtsFG inside paint, Dunk made (10 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:56:00,RJ BARRETT,CAN,Assist (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:39:00,Omari Rasulala SPELLMAN,LBN,"2PtsFG outside paint, Fadeaway Jump Shot missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:39:00,Ali HAIDAR,LBN,Offensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
