Quarter,Clock,Player,Team,Action,TeamLineup,OpponentLineup,Points,OPPpoints,FGA,OPPFGA,FTA,OPPFTA,oREB,OPPoREB,dREB,OPPdREB,TOV,OPPTOV
1,02:32:00,Ali HAIDAR,LBN,"2PtsFG inside paint, Putback Tip-in made (8 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Ali MEZHER,LBN,"Personal foul, 2 free throws awarded (P3,T4)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Kyle ALEXANDER,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Nickeil ALEXANDER-WALKER,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Phil SCRUBB,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Karim Raphael EZZEDINE,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Kyle ALEXANDER,CAN,Free Throw made 1 of 2 (1 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Trae BELL-HAYNES,CAN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Kyle ALEXANDER,CAN,Free Throw missed 2 of 2,,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:20:00,Ali MEZHER,LBN,Defensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:01:00,Ali HAIDAR,LBN,3PtsFG made (11 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:01:00,Amir SAOUD,LBN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:49:00,Ali HAIDAR,LBN,"Personal foul, 2 free throws awarded (P3,T5)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:49:00,Kyle ALEXANDER,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:49:00,Kyle ALEXANDER,CAN,Free Throw made 1 of 2 (2 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:49:00,Nickeil ALEXANDER-WALKER,CAN,Assist (6),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:49:00,Kyle ALEXANDER,CAN,Free Throw missed 2 of 2,,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:49:00,Ali HAIDAR,LBN,Defensive rebound (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:29:00,Amir SAOUD,LBN,"Turnover, Bad pass (3)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:29:00,Kyle ALEXANDER,CAN,Steal (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:24:00,Phil SCRUBB,CAN,"2PtsFG fast break, Layup made (5 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:24:00,Trae BELL-HAYNES,CAN,Assist (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:24:00,Karim Raphael EZZEDINE,LBN,"Personal foul, 1 free throw awarded (P1,T6)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:24:00,Phil SCRUBB,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:24:00,Phil SCRUBB,CAN,Free Throw fast break made 1 of 1 (6 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:05:00,Sergio EL DARWICH,LBN,"2PtsFG inside paint, Floating Jump Shot made (9 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:05:00,Ali MEZHER,LBN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:38:00,Kyle ALEXANDER,CAN,"2PtsFG inside paint, Floating Jump Shot made (4 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:38:00,Melvin EJIM,CAN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:18:00,Ali HAIDAR,LBN,"2PtsFG inside paint, Fadeaway Jump Shot missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:18:00,Melvin EJIM,CAN,Defensive rebound (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:00:00,Nickeil ALEXANDER-WALKER,CAN,3PtsFG made (6 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:00:00,Melvin EJIM,CAN,Assist (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:00:00,nan,nan,END of Period,,,0,0,0,0,0,0,0,0,0,0,0,0
1,10:00:00,nan,nan,START of Period,,,0,0,0,0,0,0,0,0,0,0,0,0
1,10:00:00,nan,nan,Alternating Possession Gained,,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:45:00,Zach EDEY,CAN,"2PtsFG inside paint, Hook Shot made (6 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:45:00,Trae BELL-HAYNES,CAN,Assist (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:20:00,Sergio EL DARWICH,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:20:00,Zach EDEY,CAN,Defensive rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:16:00,Trae BELL-HAYNES,CAN,"Turnover, Bad pass (1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:16:00,Amir SAOUD,LBN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,09:09:00,Amir SAOUD,LBN,"2PtsFG fast break, Layup made (4 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:50:00,Trae BELL-HAYNES,CAN,3PtsFG made (15 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:50:00,Zach EDEY,CAN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:36:00,Ali HAIDAR,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:36:00,Trae BELL-HAYNES,CAN,Defensive rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:25:00,Sergio EL DARWICH,LBN,"Personal foul, 2 free throws awarded (P2,T1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:25:00,Zach EDEY,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:25:00,Zach EDEY,CAN,Free Throw missed 1 of 2,,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:25:00,Zach EDEY,CAN,Free Throw missed 2 of 2,,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:25:00,Kyle ALEXANDER,CAN,Offensive rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:20:00,Nickeil ALEXANDER-WALKER,CAN,3PtsFG made (9 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:20:00,Kyle ALEXANDER,CAN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:08:00,Karim Raphael EZZEDINE,LBN,"2PtsFG inside paint, Layup blocked",,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:08:00,Nickeil ALEXANDER-WALKER,CAN,Blocked shot (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:08:00,Phil SCRUBB,CAN,Defensive rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:00:00,Nickeil ALEXANDER-WALKER,CAN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:00:00,Kyle ALEXANDER,CAN,Offensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:00:00,Kyle ALEXANDER,CAN,"2PtsFG inside paint, Jump Shot made (6 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:00:00,nan,nan,Timeout,,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:00:00,Omari Rasulala SPELLMAN,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:00:00,Wael ARAKJI,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,08:00:00,Hayk GYOKCHYAN,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:43:00,Omari Rasulala SPELLMAN,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:43:00,Ali MEZHER,LBN,Offensive rebound (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:23:00,Amir SAOUD,LBN,"Turnover, Bad pass (4)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:23:00,Nickeil ALEXANDER-WALKER,CAN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:23:00,Wael ARAKJI,LBN,"Personal foul (P1,T2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:23:00,Phil SCRUBB,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:23:00,Melvin EJIM,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:11:00,Nickeil ALEXANDER-WALKER,CAN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:11:00,Zach EDEY,CAN,Offensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:05:00,Zach EDEY,CAN,"Turnover, Ball handling (1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,07:05:00,Amir SAOUD,LBN,Steal (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:59:00,Omari Rasulala SPELLMAN,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:59:00,Kyle ALEXANDER,CAN,Defensive rebound (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:59:00,Phil SCRUBB,CAN,"Turnover, Bad pass (1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:59:00,Karim ZEINOUN,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:36:00,Omari Rasulala SPELLMAN,LBN,"2PtsFG inside paint, Driving Layup made (10 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:36:00,Wael ARAKJI,LBN,Assist (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:36:00,Zach EDEY,CAN,"Personal foul, 1 free throw awarded (P1,T1)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:36:00,Omari Rasulala SPELLMAN,LBN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:36:00,Omari Rasulala SPELLMAN,LBN,Free Throw made 1 of 1 (11 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:16:00,Zach EDEY,CAN,"2PtsFG inside paint, Hook Shot made (8 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,06:16:00,Kyle ALEXANDER,CAN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:42:00,Karim ZEINOUN,LBN,3PtsFG made (13 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:42:00,Wael ARAKJI,LBN,Assist (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:33:00,Nickeil ALEXANDER-WALKER,CAN,3PtsFG made (12 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:29:00,Wael ARAKJI,LBN,"Turnover, Ball handling (3)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:29:00,Phil SCRUBB,CAN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:23:00,Kyle ALEXANDER,CAN,"2PtsFG fast break, Alley-oop made (8 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:23:00,Nickeil ALEXANDER-WALKER,CAN,Assist (7),,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:11:00,Jad KHALIL,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:11:00,Trae BELL-HAYNES,CAN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:04:00,Karim ZEINOUN,LBN,"2PtsFG inside paint, Driving Layup missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,05:04:00,Omari Rasulala SPELLMAN,LBN,Offensive rebound (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:59:00,Omari Rasulala SPELLMAN,LBN,"2PtsFG inside paint, Dunk made (13 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:43:00,Melvin EJIM,CAN,"2PtsFG inside paint, Layup made (10 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:43:00,Trae BELL-HAYNES,CAN,Assist (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:30:00,Hayk GYOKCHYAN,LBN,3PtsFG made (3 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:30:00,Omari Rasulala SPELLMAN,LBN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:11:00,Phil SCRUBB,CAN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:11:00,Kyle ALEXANDER,CAN,Offensive rebound (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:08:00,Kyle ALEXANDER,CAN,"Turnover, Bad pass (2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:08:00,Wael ARAKJI,LBN,Steal (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:02:00,Hayk GYOKCHYAN,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,04:02:00,Zach EDEY,CAN,Defensive rebound (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:31:00,Melvin EJIM,CAN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:31:00,Trae BELL-HAYNES,CAN,Offensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:25:00,Omari Rasulala SPELLMAN,LBN,"Personal foul, 2 free throws awarded (P2,T3)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:25:00,Kyle ALEXANDER,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:25:00,Kyle ALEXANDER,CAN,Free Throw made 1 of 2 (9 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:25:00,Trae BELL-HAYNES,CAN,Assist (6),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:25:00,Kyle ALEXANDER,CAN,Free Throw made 2 of 2 (10 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:23:00,Karim ZEINOUN,LBN,"2PtsFG fast break, Layup made (15 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:23:00,Hayk GYOKCHYAN,LBN,Assist (3),,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:08:00,Zach EDEY,CAN,"2PtsFG inside paint, Dunk made (10 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,03:08:00,Trae BELL-HAYNES,CAN,Assist (7),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:54:00,Omari Rasulala SPELLMAN,LBN,"2PtsFG inside paint, Driving Layup made (15 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:54:00,Wael ARAKJI,LBN,Assist (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:54:00,Zach EDEY,CAN,"Personal foul, 1 free throw awarded (P2,T2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:54:00,Omari Rasulala SPELLMAN,LBN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:54:00,Mark ALKHOURY,LBN,Substitution,,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:54:00,Omari Rasulala SPELLMAN,LBN,Free Throw made 1 of 1 (16 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:37:00,Melvin EJIM,CAN,3PtsFG made (13 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:37:00,Trae BELL-HAYNES,CAN,Assist (8),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:28:00,Hayk GYOKCHYAN,LBN,"2PtsFG inside paint, Driving Layup made (5 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:28:00,Jad KHALIL,LBN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:05:00,Trae BELL-HAYNES,CAN,"Turnover, Bad pass (2)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:05:00,Hayk GYOKCHYAN,LBN,Steal (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:02:00,Jad KHALIL,LBN,"2PtsFG fast break, Layup made (2 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,02:02:00,Karim ZEINOUN,LBN,Assist (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:44:00,Trae BELL-HAYNES,CAN,"Turnover, Ball handling (3)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:44:00,Hayk GYOKCHYAN,LBN,Steal (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:40:00,Jad KHALIL,LBN,"2PtsFG inside paint, Layup missed",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:40:00,Karim ZEINOUN,LBN,Offensive rebound (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:31:00,Trae BELL-HAYNES,CAN,"Personal foul (P3,T3)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:31:00,Hayk GYOKCHYAN,LBN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:28:00,Omari Rasulala SPELLMAN,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:28:00,Zach EDEY,CAN,Defensive rebound (4),,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:20:00,Karim ZEINOUN,LBN,"Personal foul (P3,T4)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:20:00,Trae BELL-HAYNES,CAN,Foul drawn,,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:04:00,Zach EDEY,CAN,"2PtsFG outside paint, Hook Shot made (12 Pts)",,,0,0,0,0,0,0,0,0,0,0,0,0
1,01:04:00,Phil SCRUBB,CAN,Assist (5),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:44:00,Hayk GYOKCHYAN,LBN,3PtsFG made (8 Pts),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:44:00,Mark ALKHOURY,LBN,Assist (1),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:32:00,Kyle ALEXANDER,CAN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:32:00,Karim ZEINOUN,LBN,Defensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:25:00,Hayk GYOKCHYAN,LBN,3PtsFG missed,,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:25:00,Phil SCRUBB,CAN,Defensive rebound (2),,,0,0,0,0,0,0,0,0,0,0,0,0
1,00:00:00,nan,nan,END of Game,,,0,0,0,0,0,0,0,0,0,0,0,0
